Numero_Cliente,Familia_Comercial,Cadena_Comercial,Rama,Tipo,Mov,MovId,SKU,Articulo,lll,Propiedades,Cantidad,UM,CantidadSecundaria,UMSecundaria,FactorLitros,Precio,SubTotal,DescuentoLineal,IVA,IEPS,IEPS_Cuota,ImporteTotal,Costo_Unitario,Costo_Total,CostoProduccionUnitario,CostoProduccion,Sucursal,FechaEmision,FechaRequerida,Almacen
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2316,10708,RM00010708,---,---,2400,PZA,0,,0,10.0252,24060.48,0,3849.6595,0,0,27910.1395,3.4997,8399.28,2.8382,6811.68,60,44686,44683,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2316,10765,RM00010765,---,---,2856,PZA,0,,0,6.8326,19513.9056,0,3122.2066,0,0,22636.1122,2.7208,7770.6048,3.1136,8892.4416,60,44686,44683,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2317,10036,RM00010036,---,---,5040,PZA,0,,0,6.8326,34436.304,0,5509.7764,0,0,39946.0804,2.7534,13877.136,0,0,60,44686,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2318,10234,RM00010234,---,---,4200,PZA,0,,0,8.1747,34333.74,0,5493.3782,0,0,39827.1182,3.8209,16047.78,3.3414,14033.88,60,44686,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2318,10224,RM00010224,---,---,2352,PZA,0,,0,7.6256,17935.4112,0,2869.6752,0,0,20805.0864,3.6339,8546.9328,3.2788,7711.7376,60,44686,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Devolucion Venta,DREM92,10848,RM00010848,---,---,-1248,PZA,0,,0,3.5267,-4401.3216,0,-704.2196,0,0,-5105.5412,-3.5267,-4401.3216,2.0486,-2556.6528,60,44686,44686,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2333,177,RM00000177,---,---,4508,PZA,0,,0,8.1419,36703.6852,0,5872.5947,0,0,42576.2799,3.3884,15274.9072,3.7163,16753.0804,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2333,10224,RM00010224,---,---,4032,PZA,0,,0,7.5951,30623.4432,0,4899.7267,0,0,35523.1699,3.5849,14454.3168,3.2788,13220.1216,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2335,10285,RM00010285,---,---,26000,PZA,26,MILL,0,1.1147,28980.9357,0,4636.9497,0,0,33617.8854,0.3207,8339.3057,0.3279,8525.4,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2336,10285,RM00010285,---,---,27000,PZA,27,MILL,0,1.1147,30095.5871,0,4815.2939,0,0,34910.881,0.3207,8660.0482,0.3279,8853.3,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2337,40,RM00000040,---,---,1458,PZA,0,,0,2.0659,3012.0822,0,481.9231,0,0,3494.0053,1.0957,1597.5306,0,0,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2337,10708,RM00010708,---,---,1920,PZA,0,,0,9.985,19171.2,0,3067.3845,0,0,22238.5845,3.433,6591.36,2.8382,5449.344,60,44687,44686,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM2338,10224,RM00010224,---,---,5472,PZA,0,,0,7.63,41751.36,0,6680.2176,0,0,48431.5776,3.5851,19617.6672,3.2788,17941.5936,60,44687,44693,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2340,10015,RM00010015,---,---,8987,PZA,0,,0,1.39,12491.93,0,1998.7088,0,0,14490.6388,0.632,5679.784,0.6665,5989.8355,60,44687,44697,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2341,512,RM00000512,---,---,1860,PZA,0,,0,9.985,18572.1,0,2971.5287,0,0,21543.6287,3.8239,7112.454,0,0,60,44687,44686,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2339,10015,RM00010015,---,---,16720,PZA,0,,0,1.39,23240.8,0,3718.528,0,0,26959.328,0.632,10567.04,0.6665,11143.88,60,44687,44692,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2339,10473,RM00010473,---,---,18000,PZA,0,,0,0.82,14760,0,2361.6,0,0,17121.6,0.4971,8947.8,0,0,60,44687,44692,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2342,10224,RM00010224,---,---,5088,PZA,0,,0,7.5951,38643.8688,0,6182.9885,0,0,44826.8573,3.5646,18136.6848,3.2788,16682.5344,60,44687,44687,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2334,10765,RM00010765,---,---,5880,PZA,0,,0,6.8052,40014.576,0,6402.3096,0,0,46416.8856,2.7525,16184.7,3.1136,18307.968,60,44687,44686,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2328,10138,RM00010138,---,---,56,PZA,0,,0,10.67,597.52,0,95.6032,0,0,693.1232,4.4014,246.4784,3.236,181.216,60,44687,44679,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2326,10173,RM00010173,---,---,30000,PZA,30,MILL,0,0.1957,5870.4,0,939.264,0,0,6809.664,0.0859,2578.458,0.0614,1842,60,44687,44705,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2327,10234,RM00010234,---,---,4095,PZA,0,,0,6.58,26945.1,0,4311.216,0,0,31256.316,3.8208,15646.176,3.3414,13683.033,60,44687,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2327,10137,RM00010137,---,---,2800,PZA,0,,0,12.48,34944,0,5591.04,0,0,40535.04,4.7045,13172.6,2.8376,7945.28,60,44687,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2327,10138,RM00010138,---,---,560,PZA,0,,0,10.07,5639.2,0,902.272,0,0,6541.472,4.4014,2464.784,3.236,1812.16,60,44687,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2327,10224,RM00010224,---,---,7200,PZA,0,,0,6.58,47376,0,7580.16,0,0,54956.16,3.5851,25812.72,3.2788,23607.36,60,44687,44665,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2329,177,RM00000177,---,---,8932,PZA,0,,0,8.1419,72723.4508,0,11635.7621,0,0,84359.2129,3.3884,30265.1888,3.7163,33193.9916,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2330,177,RM00000177,---,---,9912,PZA,0,,0,8.1419,80702.5128,0,12912.4131,0,0,93614.9259,3.3884,33585.8208,3.7163,36835.9656,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2331,10765,RM00010765,---,---,9492,PZA,0,,0,6.8052,64594.9584,0,10335.1569,0,0,74930.1153,2.7525,26126.73,3.1136,29554.2912,60,44687,44686,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2332,10765,RM00010765,---,---,588,PZA,0,,0,6.8052,4001.4576,0,640.231,0,0,4641.6886,2.7525,1618.47,3.1136,1830.7968,60,44687,44686,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2325,10283,RM00010283,---,---,6000,PZA,6,MILL,0,0.7228,4336.5,0,693.84,0,0,5030.34,0.2818,1690.6806,0.1676,1005.6,60,44687,44701,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2323,177,RM00000177,---,---,1596,PZA,0,,0,8.1419,12994.4724,0,2079.1174,0,0,15073.5898,3.4026,5430.5496,3.7163,5931.2148,60,44687,44686,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2324,10473,RM00010473,---,---,36288,PZA,0,,0,0.82,29756.16,0,4760.9856,0,0,34517.1456,0.4991,18111.3408,0,0,60,44687,44692,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2347,10285,RM00010285,---,---,2000,PZA,2,MILL,0,1.1129,2225.8135,0,356.1302,0,0,2581.9437,0.3207,641.484,0.3279,655.8,60,44690,44686,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2350,10234,RM00010234,---,---,560,PZA,0,,0,6.58,3684.8,0,589.568,0,0,4274.368,4.7362,2652.272,3.3414,1871.184,60,44690,44705,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2350,10861,RM00010861,---,---,1120,PZA,0,,0,5.72,6406.4,0,1025.024,0,0,7431.424,6.0907,6821.584,0,0,60,44690,44705,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2352,10015,RM00010015,---,---,5643,PZA,0,,0,1.39,7843.77,0,1255.0032,0,0,9098.7732,0.632,3566.376,0.6665,3761.0595,60,44690,44697,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2351,373,RM00000373,---,---,10304,PZA,0,,0,2.44,25141.76,0,4022.6816,0,0,29164.4416,1.1951,12314.3104,1.2738,13125.2352,60,44690,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2351,10234,RM00010234,---,---,1225,PZA,0,,0,6.58,8060.5,0,1289.68,0,0,9350.18,4.7362,5801.845,3.3414,4093.215,60,44690,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2353,10015,RM00010015,---,---,2090,PZA,0,,0,1.31,2737.9,0,438.064,0,0,3175.964,0.632,1320.88,0.6665,1392.985,60,44690,44666,REM12
320,HOTELES,HOTELES,CLNA,Cliente,Factura PUE,PREM147,10837,RM00010837,---,---,22050,PZA,0,,0,2.3,50715,0,8114.4,0,0,58829.4,1.0372,22870.26,1.1091,24455.655,60,44690,44700,REM12
320,HOTELES,HOTELES,CLNA,Cliente,Factura PUE,PREM147,10777,RM00010777,---,---,36936,PZA,0,,0,1.55,57250.8,0,9160.128,0,0,66410.928,0.8397,31015.1592,0.9376,34631.1936,60,44690,44700,REM12
320,HOTELES,HOTELES,CLNA,Cliente,Factura PUE,PREM147,10176,RM00010176,---,---,65000,PZA,65,MILL,0,0.2462,16000.4,0,2560.064,0,0,18560.464,0.0707,4594.408,0.0548,3562,60,44690,44700,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2345,10137,RM00010137,---,---,1288,PZA,0,,0,15.227,19612.376,0,3137.9833,0,0,22750.3593,4.6995,6052.956,2.8376,3654.8288,60,44690,44690,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2345,10765,RM00010765,---,---,4704,PZA,0,,0,6.7945,31961.328,0,5113.8311,0,0,37075.1591,2.7299,12841.4496,3.1136,14646.3744,60,44690,44690,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2345,10708,RM00010708,---,---,4080,PZA,0,,0,9.9693,40674.744,0,6507.99,0,0,47182.734,3.4215,13959.72,2.8382,11579.856,60,44690,44690,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2344,10807,RM00010807,---,---,3000,PZA,3,MILL,0,1.0956,3286.8514,0,525.8962,0,0,3812.7476,0.1745,523.5303,0.1695,508.5,60,44690,44687,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2346,10285,RM00010285,---,---,2000,PZA,2,MILL,0,1.1129,2225.8135,0,356.1302,0,0,2581.9437,0.3207,641.484,0.3279,655.8,60,44690,44686,REM12
838,OTROS,OTROS,CLNA,Cliente,Devolucion Venta,DREM94,10861,RM00010861,---,---,-560,PZA,0,,0,5.72,-3203.2,0,-512.512,0,0,-3715.712,-4.4136,-2471.616,0,0,60,44690,44690,REM04
838,OTROS,OTROS,CLNA,Cliente,Devolucion Venta,DREM94,10234,RM00010234,---,---,-1120,PZA,0,,0,6.58,-7369.6,0,-1179.136,0,0,-8548.736,-4.4993,-5039.216,3.3414,-3742.368,60,44690,44690,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Devolucion Venta,DREM95,10234,RM00010234,---,---,-1260,PZA,0,,0,7.9474,-10013.724,0,-1602.204,0,0,-11615.928,-7.9474,-10013.724,3.3414,-4210.164,60,44690,44690,REM04
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2348,10848,RM00010848,---,---,50544,PZA,0,,0,3.559,179886.096,0,28782.073,0,0,208668.169,1.9979,100981.8576,2.0486,103544.4384,60,44690,44690,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM2349,10138,RM00010138,---,---,3584,PZA,0,,0,11.24,40284.16,0,6445.4656,0,0,46729.6256,3.9174,14039.9616,3.236,11597.824,60,44690,44690,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM2349,10290,RM00010290,---,---,21000,PZA,21,MILL,0,0.576,12096.63,0,1935.4608,0,0,14032.0908,0.1558,3272.7282,0,0,60,44690,44690,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM2354,10837,RM00010837,---,---,63210,PZA,0,,0,2.19,138429.9,0,22148.784,0,0,160578.684,1.0372,65561.412,1.1091,70106.211,60,44691,44699,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM2354,10173,RM00010173,---,---,70000,PZA,70,MILL,0,0.207,14487.2,0,2317.952,0,0,16805.152,0.0859,6016.402,0.0614,4298,60,44691,44699,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2355,10765,RM00010765,---,---,5040,PZA,0,,0,6.7565,34052.76,0,5448.4061,0,0,39501.1661,2.771,13965.84,3.1136,15692.544,60,44691,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2355,10037,RM00010037,---,---,5712,PZA,0,,0,6.7565,38593.128,0,6174.8603,0,0,44767.9883,2.7287,15586.3344,0,0,60,44691,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2356,10045,RM00010045,---,---,10800,PZA,0,,0,2.5739,27798.12,0,4447.6785,0,0,32245.7985,0.9511,10271.88,0.9007,9727.56,60,44691,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2356,10201,RM00010201,---,---,60000,PZA,60,MILL,0,0.9567,57403.3328,0,9184.5332,0,0,66587.866,0.3276,19654.1686,0.248,14880,60,44691,44691,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM148,10473,RM00010473,---,---,36864,PZA,0,,0,0.82,30228.48,0,4836.5568,0,0,35065.0368,0.5156,19007.0784,0,0,60,44691,44698,REM12
888,OTROS,OTROS,CLNA,Cliente,Factura,FREM2360,458,RM00000458,---,---,3000,PZA,0,,0,0.5062,1518.6,0,242.9712,0,0,1761.5712,0.1726,517.8,0,0,60,44691,44691,REM12
888,OTROS,OTROS,CLNA,Cliente,Factura,FREM2357,10807,RM00010807,---,---,3000,PZA,3,MILL,0,0.5062,1518.57,0,242.9712,0,0,1761.5412,0.1745,523.53,0.1695,508.5,60,44691,44651,REM12
888,OTROS,OTROS,CLNA,Cliente,Factura,FREM2357,10809,RM00010809,---,---,1484,PZA,0,,0,14.52,21547.68,0,3447.6288,0,0,24995.3088,6.3471,9419.0964,3.9342,5838.3528,60,44691,44651,REM12
888,OTROS,OTROS,CLNA,Cliente,Factura,FREM2357,10837,RM00010837,---,---,1078,PZA,0,,0,2.17,2339.26,0,374.2816,0,0,2713.5416,1.0365,1117.347,1.1091,1195.6098,60,44691,44651,REM12
888,OTROS,OTROS,CLNA,Cliente,Factura,FREM2358,10810,RM00010810,---,---,476,PZA,0,,0,14.52,6911.52,0,1105.8432,0,0,8017.3632,6.7951,3234.4676,4.5259,2154.3284,60,44691,44648,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2361,10224,RM00010224,---,---,10512,PZA,0,,0,7.5407,79267.8384,0,12682.8331,0,0,91950.6715,3.5733,37562.5296,3.2788,34466.7456,60,44691,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2361,10708,RM00010708,---,---,900,PZA,0,,0,9.9135,8922.15,0,1427.5426,0,0,10349.6926,3.4245,3082.05,2.8382,2554.38,60,44691,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2362,10115,RM00010115,---,---,4,PZA,0,,0,81.1981,324.7924,0,51.9668,0,0,376.7592,38.0151,152.0604,26.5127,106.0508,60,44691,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2362,10494,RM00010494,---,---,4,PZA,0,,0,81.1981,324.7924,0,51.9668,0,0,376.7592,35.7207,142.8828,35.3438,141.3752,60,44691,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2367,10224,RM00010224,---,---,9840,PZA,0,,0,7.6189,74969.976,0,11995.2749,0,0,86965.2509,3.5657,35086.488,3.2788,32263.392,60,44692,44692,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2365,10045,RM00010045,---,---,5940,PZA,0,,0,1.92,11404.8,0,1824.768,0,0,13229.568,0.9506,5646.564,0.9007,5350.158,60,44692,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2366,10473,RM00010473,---,---,34272,PZA,0,,0,0.82,28103.04,0,4496.4864,0,0,32599.5264,0.5102,17485.5744,0,0,60,44692,44692,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2363,10708,RM00010708,---,---,10260,PZA,0,,0,10.0164,102768.264,0,16442.8888,0,0,119211.1528,3.4438,35333.388,2.8382,29119.932,60,44692,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2364,10837,RM00010837,---,---,10780,PZA,0,,0,2.0114,21682.892,0,3469.2675,0,0,25152.1595,1.0362,11170.236,1.1091,11956.098,60,44692,44691,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM2370,10837,RM00010837,---,---,3822,PZA,0,,0,2.19,8370.18,0,1339.2288,0,0,9709.4088,1.0355,3957.681,1.1091,4238.9802,60,44693,44699,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM2370,10173,RM00010173,---,---,105000,PZA,105,MILL,0,0.207,21730.8,0,3476.928,0,0,25207.728,0.0859,9024.603,0.0614,6447,60,44693,44699,REM12
1894,OTROS,OTROS,CLNA,Cliente,Factura,FREM2370,10782,RM00010782,---,---,97750,PZA,0,,0,1.46,142715,0,22834.4,0,0,165549.4,0.866,84651.5,0.6948,67916.7,60,44693,44699,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2371,10234,RM00010234,---,---,1715,PZA,0,,0,6.58,11284.7,0,1805.552,0,0,13090.252,4.7362,8122.583,3.3414,5730.501,60,44693,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2371,10043,RM00010043,---,---,30226,PZA,0,,0,1.83,55313.58,0,8850.1728,0,0,64163.7528,0.7926,23957.1276,0.7452,22524.4152,60,44693,44665,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2371,10045,RM00010045,---,---,25380,PZA,0,,0,1.92,48729.6,0,7796.736,0,0,56526.336,0.9506,24126.228,0.9007,22859.766,60,44693,44665,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM149,10468,RM00010468,---,---,19894,PZA,0,,0,1.47,29244.18,0,4679.0688,0,0,33923.2488,0.894,17785.236,0.9707,19311.1058,60,44693,44708,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM149,10176,RM00010176,---,---,5000,PZA,5,MILL,0,0.2403,1201.65,0,192.264,0,0,1393.914,0.0707,353.416,0.0548,274,60,44693,44708,REM12
903,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM149,10176,RM00010176,---,---,15000,PZA,15,MILL,0,0.2403,3604.95,0,576.792,0,0,4181.742,0.0707,1060.248,0.0548,822,60,44693,44708,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2372,10138,RM00010138,---,---,56,PZA,0,,0,10.67,597.52,0,95.6032,0,0,693.1232,3.8087,213.2872,3.236,181.216,60,44693,44697,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2368,10037,RM00010037,---,---,1260,PZA,0,,0,6.845,8624.7,0,1379.9504,0,0,10004.6504,2.7278,3437.028,0,0,60,44693,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2369,10708,RM00010708,---,---,4620,PZA,0,,0,10.0434,46400.508,0,7424.0783,0,0,53824.5863,3.451,15943.62,2.8382,13112.484,60,44693,44692,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2373,10138,RM00010138,---,---,2744,PZA,0,,0,10.67,29278.48,0,4684.5568,0,0,33963.0368,3.8087,10451.0728,3.236,8879.584,60,44693,44679,REM12
854,OTROS,OTROS,CLNA,Cliente,Factura,FREM2374,10138,RM00010138,---,---,5600,PZA,0,,0,11.24,62944,0,10071.04,0,0,73015.04,3.7981,21269.36,3.236,18121.6,60,44694,44690,REM12
902,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM150,645,RM00000645,---,---,50112,PZA,0,,0,0.91,45601.92,0,7296.3072,0,0,52898.2272,0.4848,24294.2976,0,0,60,44694,44627,REM12
902,OTROS,OTROS,CLNA,Cliente,Factura PUE,PREM150,10650,RM00010650,---,---,56000,PZA,56,MILL,0,0.15,8400,0,1344,0,0,9744,0.13,7280,0.11,6160,60,44694,44627,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM254,10015,RM00010015,---,---,41800,PZA,0,,0,1.39,58102,0,0,0,0,58102,0.632,26417.6,0.6665,27859.7,60,44694,44698,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM254,10837,RM00010837,---,---,19600,PZA,0,,0,2.05,40180,0,0,0,0,40180,1.0355,20295.8,1.1091,21738.36,60,44694,44698,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM254,10777,RM00010777,---,---,23256,PZA,0,,0,1.39,32325.84,0,0,0,0,32325.84,0.8397,19528.0632,0.9376,21804.8256,60,44694,44698,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM254,10468,RM00010468,---,---,9800,PZA,0,,0,1.39,13622,0,0,0,0,13622,0.894,8761.2,0.9707,9512.86,60,44694,44698,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM254,10015,RM00010015,---,---,4807,PZA,0,,0,1.39,6681.73,0,0,0,0,6681.73,0.632,3038.024,0.6665,3203.8655,60,44694,44698,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM255,10175,RM00010175,---,---,75000,PZA,75,MILL,0,0.201,15075,0,0,0,0,15075,0.0802,6017.07,0.057,4275,60,44694,44698,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM255,10176,RM00010176,---,---,75000,PZA,75,MILL,0,0.201,15075,0,0,0,0,15075,0.0707,5301.24,0.0548,4110,60,44694,44698,REM12
838,OTROS,OTROS,CLNA,Cliente,Factura,FREM2375,10473,RM00010473,---,---,39456,PZA,0,,0,0.82,32353.92,0,5176.6272,0,0,37530.5472,0.5084,20059.4304,0,0,60,44694,44692,REM12
161,AUTOSERVICIO,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2377,10234,RM00010234,---,---,10000,PZA,0,,0,8.1686,81686,0,13069.824,0,0,94755.824,3.7816,37816,3.3414,33414,60,44695,44691,REM12
161,AUTOSERVICIO,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2377,10234,RM00010234,---,---,1970,PZA,0,,0,8.1686,16092.142,0,2574.7553,0,0,18666.8973,3.7816,7449.752,3.3414,6582.558,60,44695,44691,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2376,661,RM00000661,---,---,13608,PZA,0,,0,6.8275,92908.62,0,14865.4227,0,0,107774.0427,2.6152,35587.6416,2.8732,39098.5056,60,44695,44692,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM2382,10224,RM00010224,---,---,5280,PZA,0,,0,7.63,40286.4,0,6445.824,0,0,46732.224,3.6104,19062.912,3.2788,17312.064,60,44697,44693,REM12
833,OTROS,OTROS,CLNA,Cliente,Factura,FREM2382,10283,RM00010283,---,---,4000,PZA,4,MILL,0,0.8721,3488.32,0,558.1312,0,0,4046.4512,0.2661,1064.3856,0.1676,670.4,60,44697,44693,REM12
818,OTROS,OTROS,CLNA,Cliente,Factura,FREM2380,10224,RM00010224,---,---,16272,PZA,0,,0,7.99,130013.28,0,20802.1248,0,0,150815.4048,3.6104,58748.4288,3.2788,53352.6336,60,44697,44693,REM12
818,OTROS,OTROS,CLNA,Cliente,Factura,FREM2380,10283,RM00010283,---,---,18000,PZA,18,MILL,0,0.6996,12592.8,0,2014.848,0,0,14607.648,0.2661,4789.7352,0.1676,3016.8,60,44697,44693,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2378,10234,RM00010234,---,---,805,PZA,0,,0,8.1686,6575.723,0,1052.1208,0,0,7627.8438,3.7816,3044.188,3.3414,2689.827,60,44697,44694,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2378,10708,RM00010708,---,---,5100,PZA,0,,0,10.0178,51090.78,0,8174.4922,0,0,59265.2722,3.619,18456.9,2.8382,14474.82,60,44697,44694,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2378,661,RM00000661,---,---,4032,PZA,0,,0,6.8275,27528.48,0,4404.5697,0,0,31933.0497,2.6152,10544.4864,2.8732,11584.7424,60,44697,44694,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2378,10848,RM00010848,---,---,8736,PZA,0,,0,3.5763,31242.5568,0,4998.837,0,0,36241.3938,1.9914,17396.8704,2.0486,17896.5696,60,44697,44694,REM12
581,OTROS,OTROS,INTERCOMPA,Intercompañia,Factura,FREM2384,86,RM00000086,---,---,1108,PZA,0,,0,81.3427,90127.7116,0,14420.4309,0,0,104548.1425,41.8276,46344.9808,0,0,60,44698,44698,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM257,10175,RM00010175,---,---,25000,PZA,25,MILL,0,0.201,5025,0,0,0,0,5025,0.0802,2005.69,0.057,1425,60,44698,44712,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM257,10173,RM00010173,---,---,25000,PZA,25,MILL,0,0.201,5025,0,0,0,0,5025,0.0859,2148.715,0.0614,1535,60,44698,44712,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM257,10176,RM00010176,---,---,50000,PZA,50,MILL,0,0.201,10050,0,0,0,0,10050,0.0707,3534.16,0.0548,2740,60,44698,44712,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM257,10650,RM00010650,---,---,56000,PZA,56,MILL,0,0.15,8400,0,0,0,0,8400,0.13,7280,0.11,6160,60,44698,44712,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM256,10777,RM00010777,---,---,41211,PZA,0,,0,1.39,57283.29,0,0,0,0,57283.29,0.8997,37077.5367,0.9376,38639.4336,60,44698,44676,REM12
915,OTROS,EXPORTACION,CLME,Cliente,Factura Com.Ext33,FCREM256,10224,RM00010224,---,---,2400,PZA,0,,0,8.23,19752,0,0,0,0,19752,3.6104,8664.96,3.2788,7869.12,60,44698,44676,REM12
